"distrito_id","distrito_nombre","region","nodo","categoria","departamento_id","departamento_nombre","domicilio_municipalidad","cod_postal","tel_cod_area","telefono_1","telefono_","email","web"
"0203","La Gallareta",1,"Reconquista","Comuna","02","Vera","Rivadavia y Belgrano ",3057,"3482","492149",,"secretaria@lagallareta.com",
"0720","La Lucila",2,"Rafaela","Comuna","07","San Cristóbal","Zona urbana S/N","S3072XAC","3405","420434",,"comunadelalucila@hotmail.com",
"0903","La Pelada",3,"Santa Fe","Comuna","09","Las Colonias","9 de Julio y Belgrano ",3027,"3497","495001",,"clapelada@hotmail.com",
"0606","La Penca y Caraguatá",3,"Santa Fe","Comuna","06","San Justo","Zona urbana S/N","S3045XAF","3498","491020",,"lapenca@lenet.com.ar",
"0712","La Rubia",2,"Rafaela","Comuna","07","San Cristóbal","Rivadavia 125 ",2342,"3498","429066",,"comunadelarubia@hotmail.com",
"0326","La Sarita",1,"Reconquista","Comuna","03","General Obligado","Av. Padre Pergolesi S/N ","S3563XAF","3482","454021",,"comunalasarita@csdnet.com.ar",
"1907","La Vanguardia",4,"Rosario","Comuna","19","Constitución","Rosario de Santa Fe 295 ",2105,"3460","493078",,"comunalavanguardia@ri.com.ar",
"1721","Labordeboy",5,"Venado Tuerto","Comuna","17","General López","El Gaucho 133 ","S2726AHC","3465","495257",495431,"comunalabordeboy@cooplab.com.ar",
"1005","Laguna Paiva",3,"Santa Fe","Municipalidad","10","La Capital","Av. San Martín 1173 ","S3020AIB","342","4940198",4940342,"gobiernolp@hotmail.com","www.lagunapaivaweb.com.ar"
"1210","Landeta",4,"Rosario","Comuna","12","San Martín","Belgrano 152 ","S2531AHD","3406","497253",,"comunalandeta@cotelan.com.ar",
"0316","Lanteri",1,"Reconquista","Comuna","03","General Obligado","Sarmiento S/N ",3575,"3483","420717",,"clanteri@trcnet.com.ar",
"1103","Larrechea",3,"Santa Fe","Comuna","11","San Jerónimo","Urquiza y Mariano Leiva ","S2241ARA","3404","499023",,"comunalarrechea@fg-computacion.com",
"0705","Las Avispas",2,"Rafaela","Comuna","07","San Cristóbal","Zona urbana S/N","S3074XAD","342","4571696",,"comunalasavispas@gmail.com",
"1213","Las Bandurrias",4,"Rosario","Comuna","12","San Martín","25 de Mayo y San Martín ",2148,"3401","421636",,"comunadelasbandurrias@hotmail.com",
"0315","Las Garzas",1,"Reconquista","Comuna","03","General Obligado","General López S/N ",3574,"3482","466300",,"lgarzas@trcnet.com.ar",
"0730","Las Palmeras",2,"Rafaela","Comuna","07","San Cristóbal","Córdoba S / N ","S2326XAD","342","4744007",,"laspalmeras@interclass.com.ar",
"1303","Las Parejas",4,"Rosario","Municipalidad","13","Belgrano","Calle 14 Nº 961 ",2505,"3471","471330",471217,"secretariaprivada@lasparejas.gov.ar","www.lasparejas.gov.ar"
"1209","Las Petacas",2,"Rafaela","Comuna","12","San Martín","Calle 11 N° 539 ","S2451ACK","3406","494210",494033,"comunalaspetacas@trynet.com.ar",
"1302","Las Rosas",4,"Rosario","Municipalidad","13","Belgrano","San Martín 483 ",2520,"3471","450022",451001,"gobierno@lasrosas.gov.ar","www.lasrosas.gov.ar"
"0305","Las Toscas",1,"Reconquista","Municipalidad","03","General Obligado","Calle 12 Nº 901 ","S3586AES","3482","492149",492279,"gobierno@ltoscas.com.ar",
"0924","Las Tunas",3,"Santa Fe","Comuna","09","Las Colonias","San Roque S/N ",3009,"342","4992003",,"comunalastunasa@sjncable.com.ar",
"1728","Lazzarino",5,"Venado Tuerto","Comuna","17","General López","Calle Pública S/N - Zona Urbana ","S6103XAD","3382","492035",492317,"comunadelazzarino@gmail.com",
"0814","Lehmann",2,"Rafaela","Comuna","08","Castellanos","Guillermo Botto 171 ",2305,"3492","480238",480007,"comunalehmann@wilnet.com.ar",
"1003","Llambi Campbell",3,"Santa Fe","Comuna","10","La Capital","Dr. Tagliari 310 ","S3036AFH","3497","420029",420394,"llambi@arnet.com.ar",
"0106","Logroño",2,"Rafaela","Comuna","01","Nueve de Julio","Cortada Miguel Manassero S/N ",3066,"3476","482043",,"comunadelogro@arnet.com.ar",
"1106","Loma Alta (Villa Tramontina)",3,"Santa Fe","Comuna","11","San Jerónimo","Ricardo Ceratto S/N ",2253,"3404","457019",,"comunalomaalta@cablenet.com.ar",
"1101","López",3,"Santa Fe","Comuna","11","San Jerónimo","Corrientes 1497 ",2255,"3404","498125",,"comunadelopez@cablenettv.com.ar",
"0212","Los Amores",1,"Reconquista","Comuna","02","Vera","Zona urbana S/N","S3551XAT","3491","493374",,"comunalosamores@hotmail.com",
"1214","Los Cardos",4,"Rosario","Comuna","12","San Martín","Pasaje .L. M. de la Vega 387 ",2533,"3401","497031",497535,"comunaloscardos@yahoo.com.ar",
"0324","Los Laureles",1,"Reconquista","Comuna","03","General Obligado","Calle 9 Nº 94 ",3567,"3492","488020",,"comunaloslaureles@malabrigo.com",
"1804","Los Molinos",4,"Rosario","Comuna","18","Caseros","Bv. Nuestra Sra. del Rosario 210 ",2181,"3464","495058",495106,"comunalosmolinos@dat1.net.ar",
"1810","Los Quirquinchos",5,"Venado Tuerto","Comuna","18","Caseros","San Martín 274 ","S2637APF","3465","496076",496035,"comunalq@lqq6.com.ar",
"1407","Lucio V. López",4,"Rosario","Comuna","14","Iriondo","Av. San Martín 343 ",2142,"3476","491091",491031,"comunalvlopez@yahoo.com.ar",
"1508","Luis Palacios",4,"Rosario","Comuna","15","San Lorenzo","Facundo Quiroga y Manuel de Estrada ","S2142XAC","3476","499121",,"comunadeluispalacios@vaynet.com.ar",
"1118","Maciel",3,"Santa Fe","Comuna","11","San Jerónimo","Mendoza 399 ","S2209AVC","3476","470667",,"comunademaciel@yahoo.com.ar",
"1715","Maggiolo",5,"Venado Tuerto","Comuna","17","General López","Padre Badía 408 ",2622,"3462","492021",492168,"comaggiolo@enredes.com.ar",
"0323","Malabrigo",1,"Reconquista","Municipalidad","03","General Obligado","Av. Federico C. Sigel 798 ",3572,"3482","454021",454470,"muni.gobierno@malabrigo.com","www.malabrigo.gov.ar"
"0609","Marcelino Escalada",3,"Santa Fe","Comuna","06","San Justo","Sarmiento 488 ",3042,"3498","493034",,"comunaescalada@sanjustosf.com.ar",
"0204","Margarita",1,"Reconquista","Comuna","02","Vera","Belgrano 1678 ",3056,"3492","497009",498486,"comuna@cosemar.com.ar",
"0845","Margarita (Colonia)",2,"Rafaela","Comuna","08","Castellanos","Zona urbana S/N","S2443XAA","341","4922109",,"comunacolmar@sme.com.ar",
"0844","María Juana",2,"Rafaela","Comuna","08","Castellanos","Bartolomé Mitre 580 ","S2445AEL","3406","471113",471491,"comunamj@coopmj.com.ar",
"0907","María Luisa",3,"Santa Fe","Comuna","09","Las Colonias","Malvinas Argentinas 457 ",3025,"3497","496108",,"comunamarialuisa@gmail.com",
"1217","María Susana",4,"Rosario","Comuna","12","San Martín","Colón 824 ","S2527BDD","3401","466224",466657,"cmsusana@redcrs.com.ar",
"1717","María Teresa",5,"Venado Tuerto","Comuna","17","General López","Calle Tres Nº 235 ",2609,"3462","480003",,"comunamt@enredes.com.ar",
"0936","Matilde",3,"Santa Fe","Comuna","09","Las Colonias","Santa Fe 616 ","S3013XAD","342","4993040",,"comunadematilde@arnet.com.ar",
"0802","Mauá (Colonia)",2,"Rafaela","Comuna","08","Castellanos","Barón de Mauá 50 ","S2311XAA","3464","471201",,"comunamaua@gmail.com",
"1904","Máximo Paz",4,"Rosario","Comuna","19","Constitución","Maipú 855 ","S2115AXG","3460","496005",,"comunampaz@yahoo.com.ar",
"1709","Melincué",5,"Venado Tuerto","Comuna","17","General López","San Lorenzo 579 ",2728,"3465","499521",499522,"comunademelincue-gr@hotmail.com",
"1707","Miguel Torres (Pueblo)",5,"Venado Tuerto","Comuna","17","General López","San Miguel y Juana B. De Torres ","S2631AFA","3465","425810",,"comunatorres@enredes.com.ar",
"0724","Moisés Ville",2,"Rafaela","Comuna","07","San Cristóbal","San Martín 335 ",2313,"3469","493005",,"cmoisesville@gmail.com",
"0725","Monigotes",2,"Rafaela","Comuna","07","San Cristóbal","Av. De los Inmigrantes 385 ",2342,"3467","450191",,"comunamonigotes@hotmail.com",
"1116","Monje",3,"Santa Fe","Comuna","11","San Jerónimo","San Martín 367 ","S2212AQE","3466","498027",,"comumoj@cosmol.com.ar",
"0727","Monte Obscuridad",2,"Rafaela","Comuna","07","San Cristóbal","Zona Rural ","S2349XAB","3464","461607",,"comunamonteos@suardi.com.ar",
"1009","Monte Vera",3,"Santa Fe","Comuna","10","La Capital","Av. San Martín 6190 ","S3030ABQ","342","4904052",4904067,"administracion@montevera.gob.ar",
"0108","Montefiore",2,"Rafaela","Comuna","01","Nueve de Julio","Av. Dr. Luis Doungre S/N ",2340,"3471","469299",,"comunademontefiore@interceres.com.ar",
"1304","Montes de Oca",4,"Rosario","Comuna","13","Belgrano","San Martín 624 ","S2521ASL","3471","495072",495474,"comunademontesdeoca@hotmail.com.ar",
"1703","Murphy",5,"Venado Tuerto","Comuna","17","General López","San Martín 342 ",2601,"3462","441246",441668,"comurphy@enredes.com.ar",
"0612","Naré",3,"Santa Fe","Comuna","06","San Justo","Calle Pública S/N ","S3046XAH","3498","494002",,"comunadenare@yahoo.com.ar",
"1006","Nelson",3,"Santa Fe","Comuna","10","La Capital","25 de Mayo 1087 ","S3032ACU","342","4902030",,"comunanelson@mccnelson.com.ar",
"0328","Nicanor Molinas",1,"Reconquista","Comuna","03","General Obligado","Antonio Pergolesi S/N ","S3563XAD","3492","499013",,"nmcomuna@csdnet.com.ar",
"0919","Nuevo Torino",3,"Santa Fe","Comuna","09","Las Colonias","Cristian Claus 557 ",3088,"3496","494516",,"comunanuevotorino@hotmail.com",
"0719","Ñanducita",2,"Rafaela","Comuna","07","San Cristóbal","Zona urbana S/N","S3072XAB","3471","497031",,,
"1404","Oliveros",4,"Rosario","Comuna","14","Iriondo","Buenos Aires 395 ","S2206AKE","3476","498990",,"comunadeoliveros@yahoo.com",
"0731","Palacios",2,"Rafaela","Comuna","07","San Cristóbal","Zadoc Kahn e Independencia ",2326,"3460","499151",,"comunadepalacios@gmail.com",
"1919","Pavón",4,"Rosario","Comuna","19","Constitución","Santa Fe 206 ","S2920BMD","3400","490148",,"comunadepavon@hotmail.com",
"1905","Pavón Arriba",4,"Rosario","Comuna","19","Constitución","Independencia 922 ","S2110AID","3469","491004",,"pavonarribacomuna@yahoo.com",
"0601","Pedro Gómez Cello",3,"Santa Fe","Comuna","06","San Justo","Zona urbana S/N","S3054XAD","3483","491020",,"comunapgcello@hotmail.com",
"1606","Pérez",4,"Rosario","Municipalidad","16","Rosario","Sarmiento 1198 ",2121,"341","4951112",,"municipalidad@perezciudad.gob.ar",
"1910","Peyrano",4,"Rosario","Comuna","19","Constitución","Av. Centenario 1070 ","S2113ABT","3460","470101",470331,"comuna.peyrano@gmail.com",
"1216","Piamonte",4,"Rosario","Comuna","12","San Martín","Rivadavia 899 ","S2529AUG","3401","455143",,"comunadepiamonte@gmail.com",
"0920","Pilar",3,"Santa Fe","Comuna","09","Las Colonias","25 de Mayo 1446 ",3085,"3404","470028",470246,"comuna@pilar-sfe.com.ar",
"1610","Piñero",4,"Rosario","Comuna","16","Rosario","Sara P. Pacheco 210 ",2119,"3402","461151",461735,"comunadepiniero@hotmail.com",
"0710","Portugalete",2,"Rafaela","Comuna","07","San Cristóbal","Zona Rural ","S3071XAB","3401","470143",,"comunadeportugalete@gmail.com",
"0104","Pozo Borrado",2,"Rafaela","Comuna","01","Nueve de Julio","General Paz S/N ","S3067ARA","3491","497068",497036,"comunapb@gmail.com",
"0823","Presidente Roca",2,"Rafaela","Comuna","08","Castellanos","Presbítero Pedro Torres S/N ","S2301XAD","3492","485030",,"comunapresidenteroca@arnet.com.ar",
"0909","Progreso",3,"Santa Fe","Comuna","09","Las Colonias","Esperanza 55 ","S3023AKA","3497","488193",488032,"comunadeprogreso@yahoo.com.ar",
"0906","Providencia",3,"Santa Fe","Comuna","09","Las Colonias","Nuestra Señora de los Dolores 695 ",3025,"3497","492004",,"comunadeprovidencia@yahoo.com.ar",
"1625","Pueblo Esther",4,"Rosario","Comuna","16","Rosario","Juan D. Perón 1835 ",2126,"3402","499049",499422,"contacto@puebloesther.gob.ar",
"0818","Pueblo Marini",2,"Rafaela","Comuna","08","Castellanos","Zona urbana S/N","S2301XAE","3471","499099",,"comunamarini@hotmail.com",
"1612","Pueblo Muñoz",4,"Rosario","Comuna","16","Rosario","Belgrano 397 ","S2120AHA","3469","492000",,"comunapm@gmail.com",
"1502","Puerto General San Martín",4,"Rosario","Municipalidad","15","San Lorenzo","Alberdi 101 ","S2202BXC","3476","422420",424613,"intendente@mpgsm.gov.ar","www.mpgsm.gov.ar"
"1512","Pujato",4,"Rosario","Comuna","15","San Lorenzo","Lisandro de la Torre 596 ",2123,"3464","494030",494239,"comuna_pujato@dat1.net.ar",
"0925","Pujato Norte",3,"Santa Fe","Comuna","09","Las Colonias","Ruta 6 Km. 59 - Zona Rural ","S3080XAF","3496","423142",,"comunapujato@mevran.com.ar",
"0824","Rafaela",2,"Rafaela","Municipalidad","08","Castellanos","Moreno 8 ","S2300ICB","3471","422008",,"municipalidad@rafaela.gov.ar","www.rafaela.gov.ar"
"0610","Ramayón",3,"Santa Fe","Comuna","06","San Justo","Bv. Estanislao López S / N ",3042,"3498","497019",,"ramayon@chsistemas.com.ar",
"0819","Ramona",2,"Rafaela","Comuna","08","Castellanos","Belgrano y Mariano Moreno ",2301,"3402","491584",,"comunaramona@interclass.com.ar",
"0320","Reconquista",1,"Reconquista","Municipalidad","03","General Obligado","San Martín 1077 ","S3560GUU","3406","471113",,"intendente@reconquista.gov.ar","www.reconquista.gov.ar"
"1010","Recreo",3,"Santa Fe","Municipalidad","10","La Capital","Av. Bartolomé Mitre 1211 ","S3018AGM","342","4960094",,"municipio-recreo@municipio-recreo.gov.ar","www.municipio-recreo.gov.ar"
"1506","Ricardone",4,"Rosario","Comuna","15","San Lorenzo","Bv. Cafferata 1038 ","S2201AJX","3476","492208",492018,"comunadericardone@arnet.com.ar",
"0914","Rivadavia",3,"Santa Fe","Comuna","09","Las Colonias","Zona Rural ","S3081XAC","3496","420337",,"comunaderivadavia@gmail.com",
"1511","Roldán",4,"Rosario","Municipalidad","15","San Lorenzo","Sargento Cabral Nº 48 ",2134,"341","4961500",,"intendencia@roldan.gov.ar","www.roldan.gov.ar"
"0401","Romang",1,"Reconquista","Comuna","04","San Javier","Simón de Iriondo 789 ","S3555CJM","3482","496200",496300,"comuna@romang.gov.ar",
"1603","Rosario",4,"Rosario","Municipalidad","16","Rosario","Buenos Aires 711 ","S2000CEB","341","4802222",4802440,"contactoweb@rosario.gov.ar","www.rosario.gov.ar"
"1915","Rueda",4,"Rosario","Comuna","19","Constitución","Dr. Pedro Rueda 502 ","S2923AJA","3400","496020",496084,"comunarueda@steel.com.ar",
"1727","Rufino",5,"Venado Tuerto","Municipalidad","17","General López","Italia 127 ","S6100CYC","3382","428460",,"prensa@rufino.gob.ar","www.rufino.gob.ar"
"0932","Sa Pereira",3,"Santa Fe","Comuna","09","Las Colonias","9 de Julio 286 ","S3011ABF","3404","494044",494186,"comunasape@yahoo.com.ar",
"0829","Saguier (Estación)",2,"Rafaela","Comuna","08","Castellanos","Santa Fe 648 ",2301,"3402","493016",,"comunadesaguier@yahoo.com.ar",
"0506","Saladero Mariano Cabal",3,"Santa Fe","Comuna","05","Garay","Héctor L. Genero S/N ","S3001XAX","3405","424846",,"saladeromarianocabal@myc-santafe.gov.ar",
"1408","Salto Grande",4,"Rosario","Comuna","14","Iriondo","Av. Belgrano 363 ",2142,"3476","494415",494256,"comuna@saltogrande.gob.ar",
"0929","San Agustín",3,"Santa Fe","Comuna","09","Las Colonias","Brigadier López 1388 ",3017,"342","4907017",4907060,"comunasanagustin@arnet.com.ar",
"0830","San Antonio (Pueblo)",2,"Rafaela","Comuna","08","Castellanos","San Juan S/N ",2301,"3471","492001",,"comunasanantonio@mmc.digital.com.ar",
"0306","San Antonio de Obligado",1,"Reconquista","Comuna","03","General Obligado","Zona urbana S/N","S3587XAA","3562","478229",,"comunasanantonio@ltnet.com.ar",
"0103","San Bernardo",2,"Rafaela","Comuna","01","Nueve de Julio","Ruta Nº 95 Km 844 ","S3061XAL","3400","493160",,"sanbernardo9dejulio@gmail.com",
"0613","San Bernardo",3,"Santa Fe","Comuna","06","San Justo","Zona urbana S/N","S3048XAB","3498","423034",,"sanbernardo@hotmail.com",
"0935","San Carlos Centro",3,"Santa Fe","Municipalidad","09","Las Colonias","Tomás Lubary 452 ","S3013BOJ","3404","420677",420021,"musancc@scarlos.com.ar","www.sancarloscentro.gov.ar"
"0930","San Carlos Norte",3,"Santa Fe","Comuna","09","Las Colonias","Carlos Beck Bernard 417 ","S3010AIH","3404","456044",456137,"comunasancarlosnorte@hotmail.com.ar",
"0937","San Carlos Sud",3,"Santa Fe","Comuna","09","Las Colonias","9 de Julio 626 ","S3017ADF","3404","420189",421213,"comunasud@scarlos.com.ar",
"0708","San Cristóbal",2,"Rafaela","Municipalidad","07","San Cristóbal","Av. de los Trabajadores Ferroviarios 1425 ","S3070ALT","341","4943050",,"gobiernomunisancri@cisc.net.ar","www.munisancristobal.com.ar"
"1716","San Eduardo",5,"Venado Tuerto","Comuna","17","General López","Sarmiento 261 ",2615,"3462","482010",482222,"comuna@saneduardocoop.com.ar",
"1109","San Eugenio",3,"Santa Fe","Comuna","11","San Jerónimo","Zona urbana S/N","S2256AOA","3404","482798",,"comunasaneugenio@live.com.ar",
"1111","San Fabián",3,"Santa Fe","Comuna","11","San Jerónimo","9 de Julio 353 ","S2243ABC","3466","492085",,"comunasanfabian@yahoo.com.ar",
"1714","San Francisco de Santa Fe",5,"Venado Tuerto","Comuna","17","General López","San Martín 494 ",2601,"3462","481020",,"comunadesanfrancisco@yahoo.com.ar",
"1121","San Genaro",4,"Rosario","Municipalidad","11","San Jerónimo","San Martín 795 y Juan Lazarte 1394 ",2146,"3401","448491",448230,"info@sangenaro.gov.ar","www.sangenaro.gov.ar"
"1724","San Gregorio",5,"Venado Tuerto","Comuna","17","General López","Josefina de Alvear 463 ",2613,"3382","470040",470140,"comunasg@sangregorio.com.ar","www.sangregorio.gov.ar"
"0716","San Guillermo",2,"Rafaela","Comuna","07","San Cristóbal","General López 385 ",2347,"3464","493410",,"admcomuna@sanguillermo.com.ar",
"0404","San Javier",3,"Santa Fe","Municipalidad","04","San Javier","Alvear 2178 ","S3005ADD","3405","420434",424706,"privadaintendencia@sanjavier.gob.ar","www.sanjavierciudad.com.ar"
"0931","San Jerónimo del Sauce",3,"Santa Fe","Comuna","09","Las Colonias","San José 715 ","S3012AIM","3404","495017",495213,"comunasjs@sjncable.com.ar",
"0923","San Jerónimo Norte",3,"Santa Fe","Comuna","09","Las Colonias","San Martín 560 ","S3015AQJ","3404","460251",460520,"sjno@pilar-sfe.com.ar",
"1510","San Jerónimo Sud",4,"Rosario","Comuna","15","San Lorenzo","Bv. José de San Martín 185 ","S2136AGB","341","4909001",,"administración@sanjeronimosud.gov.ar",
"1208","San Jorge",2,"Rafaela","Municipalidad","12","San Martín","Av. Alberdi 1181 ","S2452AJH","3406","440127",440405,"info@sanjorge.gob.ar","www.sanjorge.gob.ar"
"0928","San José (Colonia)",3,"Santa Fe","Comuna","09","Las Colonias","Zona Rural ",3016,"342","4990001",,"comunacoloniasanjose@yahoo.com.ar",
"1802","San José de la Esquina",4,"Rosario","Comuna","18","Caseros","Rivadavia 434 ","S2185CKJ","3467","561015",,"comunasanjose@idi.com.ar",
"1016","San José del Rincón",3,"Santa Fe","Municipalidad","10","La Capital","Juan de Garay 2519 ",3089,"342","4971707",,"comunadesanjosedelrincon@hotmail.com",
"0611","San Justo",3,"Santa Fe","Municipalidad","06","San Justo","Independencia 2525 ","S3040CKK","3498","429066",425500,"intendencia@sanjusto.gov.ar","www.sanjusto.gov.ar"
"1503","San Lorenzo",4,"Rosario","Municipalidad","15","San Lorenzo","Bv. Urquiza 517 ","S2200AAE","3476","438900",438911,"municipalidad@mail.sanlorenzo.gov.ar","www.sanlorenzo.gov.ar"
"0933","San Mariano",3,"Santa Fe","Comuna","09","Las Colonias","1º de Mayo S/N ","S3011XAA","3404","452015",452050,"comunasmariano@hotmail.com",
"1204","San Martín de las Escobas",2,"Rafaela","Comuna","12","San Martín","Urquiza 946 ","S2449AUJ","3406","498238",498242,"comunasme@sme.com.ar",
"0604","San Martín Norte",3,"Santa Fe","Comuna","06","San Justo","Fray Bernardo Arana S/N ","S3045XAD","3498","471023",471063,"comunasanmartin@lenet.com.ar",
"0846","San Vicente",2,"Rafaela","Comuna","08","Castellanos","Bv. Sarmiento 160 ",2447,"3492","470322",470622,"secretariadegobierno3@gmail.com",
"1726","Sancti Spíritu",5,"Venado Tuerto","Comuna","17","General López","Sarmiento 98 ",2617,"3462","444008",444343,"comunasancti@coopsancti.com.ar",
"1806","Sanford",4,"Rosario","Comuna","18","Caseros","Bv. Dr. Juan D´Aloisio 550 ",2174,"3464","496399",,"comunasanford@dat1.net.ar",
"0934","Santa Clara de Buena Vista",3,"Santa Fe","Comuna","09","Las Colonias","Córdoba 548 ","S2258AFL","3404","493123",,"comunaclara@cablenettv.com.ar",
"0831","Santa Clara de Saguier",2,"Rafaela","Comuna","08","Castellanos","Santa Clara de Asís 66 ","S2405BOB","3401","497031",,"comunastaclara@hotmail.com",
"1011","Santa Fe",3,"Santa Fe","Municipalidad","10","La Capital","Salta 2948 ","S3000CMK","342","4571696",4571697,"intendente@santafeciudad.gov.ar","www.santafeciudad.gov.ar"
"1718","Santa Isabel",5,"Venado Tuerto","Comuna","17","General López","José Ingenieros 942 ",2605,"3462","490400",490035,"comunasi@red-belgrano.com.ar",
"0111","Santa Margarita",2,"Rafaela","Comuna","01","Nueve de Julio","Fray Mamerto Esquiu S/N ",3061,"3491","483037",483042,"comunasantamargarita@arnet.com.ar",
"0921","Santa María Centro",3,"Santa Fe","Comuna","09","Las Colonias","Zona Rural ","S3011XAB","3404","453799",,"smariacentro@pilar-sfe.com.ar",
"0922","Santa María Norte",3,"Santa Fe","Comuna","09","Las Colonias","Zona Rural ","S3011XAB","3404","453020",,"comunasmn@mcalsjn.com.ar",
"0503","Santa Rosa de Calchines",3,"Santa Fe","Comuna","05","Garay","Fray Antonio Rossi 538 ","S3022AJL","342","4908022",4908170,"gobiernodesantarosa@hotmail.com",
"1906","Santa Teresa",4,"Rosario","Comuna","19","Constitución","San Martín 551 ","S2111ARK","3460","420001",,"comunasantateresa@outlook.com",
"0908","Santo Domingo",3,"Santa Fe","Comuna","09","Las Colonias","Av. Américas 357 ","S3025XAA","3497","498134",498011,"comunasd@gmail.com",
"1012","Santo Tomé",3,"Santa Fe","Municipalidad","10","La Capital","Iriondo 1649 ",3016,"342","4744007",4753073,"intendencia@santotome.gov.ar","www.santotome.gov.ar"
"0709","Santurce",2,"Rafaela","Comuna","07","San Cristóbal","Zona urbana S/N","S3074XAF","3476","491091",,"comunasanturce@yahoo.com.ar",
"1909","Sargento Cabral",4,"Rosario","Comuna","19","Constitución","San Nicolás 271 ","S2106ALC","3460","491077",491018,"comunasgtocabral@ri.com.ar",
"0911","Sarmiento",3,"Santa Fe","Comuna","09","Las Colonias","Laprida 1298 ","S3024AJF","3497","497291",497037,"comunasarmiento@coopsarmiento.com.ar",
"1203","Sastre",2,"Rafaela","Municipalidad","12","San Martín","Colón 1802 ",2440,"3406","480090",480110,"munisastre@trynet.com.ar",
"1013","Sauce Viejo",3,"Santa Fe","Comuna","10","La Capital","Rivadavia 1164 ","S3034AJD","342","4950409",4950149,"comunadesauceviejo@ciudad.com.ar",
"1406","Serodino",4,"Rosario","Comuna","14","Iriondo","San Martín 627 ","S2216ASF","3476","490004",,"info@serodino.gov.ar",
"1607","Soldini",4,"Rosario","Comuna","16","Rosario","San Martín 1306 ",2107,"341","4901036",4901005,"comunadesoldini@yahoo.com.ar",
"0722","Soledad",2,"Rafaela","Comuna","07","San Cristóbal","Bv. Eva Perón S / N ",3025,"3471","495072",,"comunasoledad@sanjustosf.com.ar",
"0905","Soutomayor",3,"Santa Fe","Comuna","09","Las Colonias","Zona urbana S/N",3025,"3497","495993",,"soutomayor@myc-santafe.gob.ar",
"0726","Suardi",2,"Rafaela","Comuna","07","San Cristóbal","1º de Mayo 364 ","S2349AAB","3562","477112",477199,"comunasuardi@suardi.com.ar",
"0811","Sunchales",2,"Rafaela","Municipalidad","08","Castellanos","Av. Belgrano 103 ","S2322ATA","3493","425500",42061,"comunicacion@sunchales.gov.ar","www.sunchales.gov.ar"
"0827","Susana",2,"Rafaela","Comuna","08","Castellanos","Zona urbana S/N",2301,"3402","461151",,"comunadesusana@wilnet.com.ar",
"0307","Tacuarendí",1,"Reconquista","Comuna","03","General Obligado","Calle 5 y 8 ",3587,"3562","465006",,"comuna.tacuarendi@ltnet.com.ar",
"0805","Tacural",2,"Rafaela","Comuna","08","Castellanos","Belgrano 512 ","S2324AKJ","3402","499049",,"comunatacural@cooptacural.com.ar",
"0806","Tacurales (Colonia)",2,"Rafaela","Comuna","08","Castellanos","Zona urbana S/N","S2324XAA","3493","492349",492533,"comunatacurales@cooptacural.com.ar",
"0213","Tartagal",1,"Reconquista","Comuna","02","Vera","Zona urbana S/N","S3565XAG","3492","484512",,"comunatartagal@hotmail.com",
"1723","Teodelina",5,"Venado Tuerto","Comuna","17","General López","José María Moreno 306 ",6009,"3462","440201",,"muniteo@xline.com.ar",
"1917","Theobald",4,"Rosario","Comuna","19","Constitución","Av. Rosario S/N ","S2922AAA","3400","491831",491819,"comunatheobald@intercom.com.ar",
"1501","Timbúes",4,"Rosario","Comuna","15","San Lorenzo","Gaboto 553 ","S2204AGI","3476","495005",,"comunatimbues@gmail.com",
"0206","Toba",1,"Reconquista","Comuna","02","Vera","Zona urbana S/N","S3551XAR","3492","495169",,"comunatoba@hotmail.com",
"1305","Tortugas",4,"Rosario","Comuna","13","Belgrano","Bv. Celman 726 ",2512,"3471","494186",,"comutor@soon.com.ar",
"0105","Tostado",2,"Rafaela","Municipalidad","01","Nueve de Julio","Sarmiento 1145 ",3060,"3491","472817",470650,"municip@tostado.com.ar",
"1402","Totoras",4,"Rosario","Municipalidad","14","Iriondo","Arenales 984 ",2144,"3476","460040",,"intendente@totoras.gov.ar","www.totoras.gov.ar"
"1207","Traill",2,"Rafaela","Comuna","12","San Martín","Roberto Stiefel S/N ","S2456XAC","3400","496020",,"comunatraill@cablenet.com.ar",
"1622","Uranga",4,"Rosario","Comuna","16","Rosario","San Martín 678 ","S2112AUN","3469","490048",490207,"comdeuranga@ri.com.ar",
"1713","Venado Tuerto",5,"Venado Tuerto","Municipalidad","17","General López","San Martín 899 ","S2600KUQ","3462","421417",,"intendenciamvt@venadotuerto.gov.ar","www.venadotuerto.gov.ar"
"0202","Vera",1,"Reconquista","Municipalidad","02","Vera","Belgrano 1654 ","S3550ASP","3483","420717",420798,"municipalidad@municipalidadvera.com",
"0603","Vera y Pintado",3,"Santa Fe","Comuna","06","San Justo","Tucumán S/N ","S3054XAE","3498","496017",,"admcomunaveraypintado@lenet.com.ar",
"0615","Videla",3,"Santa Fe","Comuna","06","San Justo","Av. San Martín 415 ","S3048AZD","3498","490028",,"comunavidela@mutualsj.com.ar",
"0821","Vila",2,"Rafaela","Comuna","08","Castellanos","Centro Cívico S/N ",2306,"3492","493011",493018,"comunavila@gmail.com",
"1616","Villa Amelia",4,"Rosario","Comuna","16","Rosario","Saavedra 193 ",2101,"3402","492424",492217,"comunava@steel.com.ar",
"0309","Villa Ana",1,"Reconquista","Comuna","03","General Obligado","Uruguay y 25 de Mayo ",3589,"3482","494292",494293,"comunavillaana@hotmail.com",
